Genome	1545B_13H_4_S5_paired_1.fastq.gz Relative Abundance (%)
unmapped	81.75909
MAG_155	0.000115656716
MAG_193	0.009700096
MAG_249	1.8372818
MAG_121	0.0006996082
280	0.000070991526
MAG_199	0.00009596051
MAG_51	0.017931264
MAG_18	0.00023013272
2	0.0020356942
maxbin2.0181_sub	0.29976127
MAG_284	0.000671699
MAG_278	0.0033557056
284_sub	0.000039243496
MAG_162	0.00062222505
44_sub	0.00023155806
102_sub	0.00018187055
MAG_53	0.024566099
MAG_229	0.00038298222
MAG_289	0.00018379702
MAG_222_sub	0.000014209261
MAG_315	0.0010106046
4_sub	0.005867467
MAG_128	0.000106286454
MAG_172	0.000049596587
27	0.00013942888
MAG_33	0.18467832
58	0.000013930141
142_sub	0.00022956377
MAG_294	0.022769535
MAG_74	0.001440352
145	1.1547035
MAG_114	0.00002546506
MAG_130	0.00016229885
67	0.50828296
MAG_37	0.024483562
MAG_148	0.0024010863
MAG_305	0.0010915007
MAG_313	0.027928177
maxbin2.0025_sub	0.42645502
107_sub	0.0028146133
MAG_200	0.0004812156
MAG_319	0.051447183
158_sub	0.039441474
MAG_13	0.00007676586
MAG_45	0.167167
76	0.00050601753
MAG_307	0.0067209587
MAG_236	0.0071974657
245_sub	0.00015929498
MAG_149_sub	0.000013078403
119_sub	0.15469448
MAG_334	0.015097537
MAG_119	0.000038080474
275_sub	0.042019967
MAG_140	0.004582063
288_sub	0.0011766321
112_sub	2.1877759
MAG_164	0.0018715677
MAG_326	0.028757192
MAG_92	0.00001526873
MAG_144	0.00034042736
117_sub	1.0286379
MAG_292	1.4012907
MAG_217_sub	0.024069758
52_sub	0.000084449355
MAG_306	0.5914478
81_sub	1.1200148
MAG_234	0.000043843356
MAG_332_sub	0.000073422
163	0.000045610577
MAG_24	0.0018091658
243_sub	0.000030428739
MAG_269_sub	0.004887021
MAG_346	0.09439512
MAG_214	0.00023585743
287_sub	2.7231786
MAG_216	0.004762379
MAG_300_sub	0.0006503644
45_sub	0.5959463
MAG_244	0.00010908746
MAG_273_sub	0.025661368
MAG_126	0.018385349
MAG_280_sub	0.0014098829
MAG_226	0.00016784838
MAG_29	0.68024975
123_sub	0.074502595
170_sub	0.00019208057
MAG_63	0.004599276
MAG_263	0.0024052518
259_sub	0.0009307277
MAG_202	0.004588121
MAG_321	0.0116766095
169_sub	0.000054376964
MAG_42_sub	0.0002017585
223_sub	0.00025474606
MAG_133	0.0020198473
31_sub	0.000031121053
26_sub	0.00037853856
73_sub	0.00067691784
MAG_80_sub	0.006213941
270_sub	0.00062839215
MAG_224	0.097045965
103_sub	0.011855333
184_sub	0.000026156798
MAG_247	0.00026069587
MAG_12	0.00066631805
MAG_39	0.0000041065946
53_sub	0.00007783274
244_sub	0.045108333
174	0.000069027104
MAG_171	0.0015495125
138_sub	0.00074445654
MAG_316	0.00020235415
190	0.0017372114
MAG_117	0.00011818567
MAG_108	0.00047367674
131_sub	0.000029728672
MAG_58	0.0006287987
97_sub	0.00006505003
MAG_134	0.00031794907
273_sub	0.008468162
MAG_56_sub	0.000074954776
MAG_206	0.0018413704
MAG_153_sub	0.07137093
MAG_116	0.11387368
MAG_95	0.0013723079
MAG_235	0.00044240104
MAG_330	0.044593103
MAG_341	1.3779987
16_sub	0.00014001137
MAG_94	0.0009866564
MAG_210	0.018569244
MAG_46	0.0020249032
MAG_314	0.0007982011
MAG_142	0.00013110598
MAG_141	0.0008821349
MAG_277	0.00017532233
238_sub	0.0010322412
MAG_328	0.14586978
289	0.0021185796
127_sub	0.00043425625
MAG_327_sub	0.58739084
