Genome	1546B-1H2_S1_L004_paired_1.fastq.gz Relative Abundance (%)
unmapped	97.45929
MAG_155	0.10078189
MAG_193	0.002317556
MAG_249	0.00012832244
MAG_121	0.002757078
280	0.00012577114
MAG_199	0.000083717176
MAG_51	0.0012924573
MAG_18	0.00025507197
2	0.07807585
maxbin2.0181_sub	0.029820774
MAG_284	0.0005785645
MAG_278	0.0076372796
284_sub	0.015697718
MAG_162	0.0026565
44_sub	0.019943539
102_sub	0.005047174
MAG_53	0.00006769861
MAG_229	0.0013083186
MAG_289	0.10157493
MAG_222_sub	0.00023988537
MAG_315	0.001386782
4_sub	0.001997796
MAG_128	0.009965306
MAG_172	0.027731853
27	0.0010806574
MAG_33	0.0030229075
58	0.00044052594
142_sub	0.037220158
MAG_294	0.021240165
MAG_74	0.057716824
145	0.00038498297
MAG_114	0.0027082516
MAG_130	0.0005567283
67	0.0014196343
MAG_37	0.000024455876
MAG_148	0.00036893354
MAG_305	0.000028797727
MAG_313	0.000059510472
maxbin2.0025_sub	0.026043672
107_sub	0.00057773513
MAG_200	0.028570814
MAG_319	0.026249843
158_sub	0.0015063074
MAG_13	0.08898601
MAG_45	0.00029440803
76	0.0004093346
MAG_307	0.000021688535
MAG_236	0.00052073476
245_sub	0.006719663
MAG_149_sub	0.00017888821
119_sub	0.00011412629
MAG_334	0.010178632
MAG_119	0.000056041117
275_sub	0.000112559486
MAG_140	0.00012642938
288_sub	0.0037374434
112_sub	0.00022923698
MAG_164	0.001372022
MAG_326	0.0012195846
MAG_92	0.00032190475
MAG_144	0.042539164
117_sub	0.00025179895
MAG_292	0.00005028118
MAG_217_sub	0.0009068325
52_sub	0.00025666857
MAG_306	0.0029658324
81_sub	0.00009989206
MAG_234	0.005046665
MAG_332_sub	0.18339449
163	0.00034956157
MAG_24	0.01146842
243_sub	0.000044967797
MAG_269_sub	0.0015453073
MAG_346	0.0053791055
MAG_214	0.036030337
287_sub	0.0016258472
MAG_216	0.031500034
MAG_300_sub	0.001706947
45_sub	0.019732898
MAG_244	0.000013957609
MAG_273_sub	0.0001798046
MAG_126	0.000033953947
MAG_280_sub	0.0020319582
MAG_226	0.025115518
MAG_29	0.0009154689
123_sub	0.0017673697
170_sub	0.00028946786
MAG_63	0.00089321134
MAG_263	0.00187347
259_sub	0.00080166187
MAG_202	0.007982047
MAG_321	0.02405051
169_sub	0.0046992083
MAG_42_sub	0.01610061
223_sub	0.0013888718
MAG_133	0.027467879
31_sub	0.13430905
26_sub	0.0024704242
73_sub	0.00038040915
MAG_80_sub	0.0016514247
270_sub	0.13089441
MAG_224	0.062144317
103_sub	0.031909347
184_sub	0.00013713233
MAG_247	0.04332203
MAG_12	0.122138925
MAG_39	0.14958781
53_sub	0.007204824
244_sub	0.0006976336
174	0.0010336041
MAG_171	0.0017278091
138_sub	0.0009005805
MAG_316	0.07398836
190	0.0013359771
MAG_117	0.04055038
MAG_108	0.015409056
131_sub	0.00037085262
MAG_58	0.009094027
97_sub	0.005212346
MAG_134	0.000100078396
273_sub	0.000042372438
MAG_56_sub	0.004296416
MAG_206	0.041659914
MAG_153_sub	0.009328493
MAG_116	0.003929234
MAG_95	0.00009938099
MAG_235	0.034820717
MAG_330	0.10768585
MAG_341	0.0000230128
16_sub	0.0015959761
MAG_94	0.16980813
MAG_210	0.006871446
MAG_46	0.000032254906
MAG_314	0.0007490861
MAG_142	0.019545283
MAG_141	0.0080620255
MAG_277	0.012243269
238_sub	0.02338237
MAG_328	0.03590319
289	0.026636966
127_sub	0.00057372736
MAG_327_sub	0.0010576051
