Genome	1545B_2H_3_S2_paired_1.fastq.gz Relative Abundance (%)
unmapped	91.98671
MAG_155	0.032866206
MAG_193	0.14359197
MAG_249	0.0002697372
MAG_121	0.004150115
280	0.0014265124
MAG_199	0.045876306
MAG_51	0.002447235
MAG_18	0.050757017
2	0.035411246
maxbin2.0181_sub	0.069927745
MAG_284	0.005531719
MAG_278	0.062452067
284_sub	0.036590576
MAG_162	0.014541189
44_sub	0.08029333
102_sub	0.039283678
MAG_53	0.000616619
MAG_229	0.0070064664
MAG_289	0.060016625
MAG_222_sub	0.022058602
MAG_315	0.030573279
4_sub	0.05617593
MAG_128	0.08677355
MAG_172	0.10145906
27	0.0043158517
MAG_33	0.047894318
58	0.04478028
142_sub	0.1133957
MAG_294	0.19762237
MAG_74	0.10782364
145	0.0017732623
MAG_114	0.032264676
MAG_130	0.13835181
67	0.012109136
MAG_37	0.00015065027
MAG_148	0.0014845298
MAG_305	0.00019186524
MAG_313	0.0043437877
maxbin2.0025_sub	0.0579783
107_sub	0.0053464775
MAG_200	0.041068282
MAG_319	0.12311345
158_sub	0.009902144
MAG_13	0.017688425
MAG_45	0.00067925715
76	0.010312516
MAG_307	0.000019748668
MAG_236	0.08141474
245_sub	0.045856714
MAG_149_sub	0.0018037342
119_sub	0.00027941636
MAG_334	0.21196716
MAG_119	0.000090468275
275_sub	0.00031883747
MAG_140	0.0010317311
288_sub	0.010426843
112_sub	0.0018594929
MAG_164	0.011481657
MAG_326	0.07492352
MAG_92	0.01981216
MAG_144	0.07919998
117_sub	0.002304394
MAG_292	0.00052130484
MAG_217_sub	0.006950868
52_sub	0.0038021377
MAG_306	0.05818522
81_sub	0.00014418375
MAG_234	0.04806876
MAG_332_sub	0.026224185
163	0.0013088257
MAG_24	0.028581701
243_sub	0.0006245448
MAG_269_sub	0.045025185
MAG_346	0.28411177
MAG_214	0.13234074
287_sub	0.043083698
MAG_216	0.08445221
MAG_300_sub	0.021314757
45_sub	0.25377572
MAG_244	0.00007823356
MAG_273_sub	0.0008631112
MAG_126	0.00016795663
MAG_280_sub	0.0044853436
MAG_226	0.034606203
MAG_29	0.0060099163
123_sub	0.024787366
170_sub	0.008373837
MAG_63	0.006473942
MAG_263	0.032476604
259_sub	0.08305262
MAG_202	0.00005570608
MAG_321	0.041143492
169_sub	0.026704771
MAG_42_sub	0.023758342
223_sub	0.009744263
MAG_133	0.27788144
31_sub	0.029867135
26_sub	0.09442337
73_sub	0.008633016
MAG_80_sub	0.0054936996
270_sub	0.05391221
MAG_224	0.15475303
103_sub	0.0678061
184_sub	0.0015236293
MAG_247	0.068808295
MAG_12	0.198513
MAG_39	0.0141443
53_sub	0.3595987
244_sub	0.002982984
174	0.03100034
MAG_171	0.053125683
138_sub	0.004647184
MAG_316	0.09866172
190	0.0020118514
MAG_117	0.033780277
MAG_108	0.04002286
131_sub	0.023252573
MAG_58	0.25214767
97_sub	0.03936215
MAG_134	0.00040363855
273_sub	0.00056731416
MAG_56_sub	0.011752728
MAG_206	0.0152840745
MAG_153_sub	0.008104229
MAG_116	0.036277287
MAG_95	0.00044054273
MAG_235	0.031728886
MAG_330	0.00015474837
MAG_341	0.004467724
16_sub	0.010824264
MAG_94	0.72434825
MAG_210	0.09503618
MAG_46	0.00066095596
MAG_314	0.4445036
MAG_142	0.044501744
MAG_141	0.46002206
MAG_277	0.18008125
238_sub	0.05881888
MAG_328	0.09443811
289	0.020821963
127_sub	0.00073517644
MAG_327_sub	0.0061863516
