Genome	1547B-8H2_S4_L004_paired_1.fastq.gz Relative Abundance (%)
unmapped	10.709393
MAG_155	0.00003072323
MAG_193	0.000041939154
MAG_249	0.00003167833
MAG_121	0.00002708847
280	0.000014986723
MAG_199	0.000008164186
MAG_51	0.03062894
MAG_18	0
2	0.00084343954
maxbin2.0181_sub	0.03361368
MAG_284	0.000002392159
MAG_278	0.00030815697
284_sub	0.000106093205
MAG_162	0.000013573547
44_sub	0.00005640105
102_sub	0.000016870603
MAG_53	0.00080131134
MAG_229	0.0002399537
MAG_289	0.000059282178
MAG_222_sub	0.000004540182
MAG_315	0.000014452562
4_sub	0.0066712825
MAG_128	0.000042624764
MAG_172	0.000043915476
27	0.00001526069
MAG_33	0.00060549966
58	0.000023359122
142_sub	0.000004768271
MAG_294	0.0006266623
MAG_74	0.00008759338
145	0.020832414
MAG_114	0.000043185402
MAG_130	0.000010006698
67	0.0018504248
MAG_37	0.0010142927
MAG_148	0.006458376
MAG_305	0.0034149978
MAG_313	0.050822906
maxbin2.0025_sub	0.057702634
107_sub	0.0617773
MAG_200	0.00009107848
MAG_319	0.000102837854
158_sub	0.054068714
MAG_13	0.000011415777
MAG_45	0.00948292
76	0.00002213317
MAG_307	0.00009645056
MAG_236	0.00021192845
245_sub	0.000009980605
MAG_149_sub	0.00024436985
119_sub	0.000039239138
MAG_334	0.00023514024
MAG_119	0.00005594723
275_sub	0.0050307037
MAG_140	0.6297583
288_sub	0.000008797058
112_sub	0.015178684
MAG_164	0.00024002908
MAG_326	0.0000051005572
MAG_92	0
MAG_144	0.00002114007
117_sub	0.051910654
MAG_292	0.0012026824
MAG_217_sub	0.005857835
52_sub	0.00033989028
MAG_306	0.011312267
81_sub	0.040076323
MAG_234	0.000038759106
MAG_332_sub	0.000003362963
163	0.000033288692
MAG_24	0
243_sub	0.00009627513
MAG_269_sub	0.00083538727
MAG_346	0.027599007
MAG_214	0.000009952543
287_sub	0.022005036
MAG_216	0.00005831084
MAG_300_sub	0
45_sub	0.016567444
MAG_244	0.0008482398
MAG_273_sub	0.000044886285
MAG_126	0.0005921962
MAG_280_sub	0.000040029016
MAG_226	0.00028912778
MAG_29	0.4797745
123_sub	0.00043770953
170_sub	0.000021078671
MAG_63	0.00018909098
MAG_263	0.000083402905
259_sub	0.00009374278
MAG_202	2.8862956
MAG_321	0.000079459795
169_sub	0.000035300924
MAG_42_sub	0.000016593767
223_sub	0.00000223585
MAG_133	0.00012689017
31_sub	0.000005386613
26_sub	0.000029335748
73_sub	0.000018542303
MAG_80_sub	0.00019748788
270_sub	0.000006748719
MAG_224	0.00025009044
103_sub	0.0004951531
184_sub	0.000054065928
MAG_247	0.00001842399
MAG_12	0.0001177845
MAG_39	0.000015508063
53_sub	0.0000055567625
244_sub	0.062479775
174	0.000019411531
MAG_171	0.00007170487
138_sub	0.000055104072
MAG_316	0.000054768778
190	0.00023840969
MAG_117	0.0000124591925
MAG_108	0.00007253868
131_sub	0.00001249762
MAG_58	0.000007577248
97_sub	0.0000029378718
MAG_134	0.07145083
273_sub	1.9062997
MAG_56_sub	0.0000015764521
MAG_206	0.00006337056
MAG_153_sub	0.00080442807
MAG_116	0.004822804
MAG_95	0.00028494996
MAG_235	0.0000035417274
MAG_330	80.35714
MAG_341	0.0008102884
16_sub	0.00003063442
MAG_94	0.000024733521
MAG_210	0.003714135
MAG_46	2.3294394
MAG_314	0.00022096833
MAG_142	0.00001002696
MAG_141	0.0000860286
MAG_277	0.0000026187788
238_sub	0.0017616173
MAG_328	0.00019671544
289	0.002496089
127_sub	0.000031407297
MAG_327_sub	0.0059485803
